frame,spot_id,spot,elapsed_min,step1,step2,arrive_min,crowd_lo,crowd_hi,path_Q,JR
382,22,Garden Tea Lodge,71.0,Paulownia Terrace,Spiral Bun Pavilion,7,4.38,8.63,0.9124,0.061363
382,22,Garden Tea Lodge,71.0,Paulownia Terrace,Lotus Depths,7,4.38,8.63,0.96,0.103477
382,22,Garden Tea Lodge,71.0,Lotus Depths,Paulownia Terrace,11,11.79,17.92,1.0861,0.171941
382,22,Garden Tea Lodge,71.0,Lotus Depths,Spiral Bun Pavilion,11,11.79,17.92,1.0945,0.193961
383,22,Garden Tea Lodge,71.0,Paulownia Terrace,Spiral Bun Pavilion,7,4.38,8.63,0.9124,0.061363
383,22,Garden Tea Lodge,71.0,Paulownia Terrace,Lotus Depths,7,4.38,8.63,0.96,0.103477
383,22,Garden Tea Lodge,71.0,Lotus Depths,Paulownia Terrace,11,11.79,17.92,1.0861,0.171941
383,22,Garden Tea Lodge,71.0,Lotus Depths,Spiral Bun Pavilion,11,11.79,17.92,1.0945,0.193961
384,22,Garden Tea Lodge,71.0,Paulownia Terrace,Spiral Bun Pavilion,7,4.38,8.63,0.9124,0.061363
384,22,Garden Tea Lodge,71.0,Paulownia Terrace,Lotus Depths,7,4.38,8.63,0.96,0.103477
384,22,Garden Tea Lodge,71.0,Lotus Depths,Paulownia Terrace,11,11.79,17.92,1.0861,0.171941
384,22,Garden Tea Lodge,71.0,Lotus Depths,Spiral Bun Pavilion,11,11.79,17.92,1.0945,0.193961
385,22,Garden Tea Lodge,71.0,Paulownia Terrace,Spiral Bun Pavilion,7,4.38,8.63,0.9124,0.061363
385,22,Garden Tea Lodge,71.0,Paulownia Terrace,Lotus Depths,7,4.38,8.63,0.96,0.103477
385,22,Garden Tea Lodge,71.0,Lotus Depths,Paulownia Terrace,11,11.79,17.92,1.0861,0.171941
385,22,Garden Tea Lodge,71.0,Lotus Depths,Spiral Bun Pavilion,11,11.79,17.92,1.0945,0.193961
386,22,Garden Tea Lodge,71.0,Paulownia Terrace,Spiral Bun Pavilion,7,4.38,8.63,0.9124,0.061363
386,22,Garden Tea Lodge,71.0,Paulownia Terrace,Lotus Depths,7,4.38,8.63,0.96,0.103477
386,22,Garden Tea Lodge,71.0,Lotus Depths,Paulownia Terrace,11,11.79,17.92,1.0861,0.171941
386,22,Garden Tea Lodge,71.0,Lotus Depths,Spiral Bun Pavilion,11,11.79,17.92,1.0945,0.193961
387,22,Garden Tea Lodge,71.0,Paulownia Terrace,Spiral Bun Pavilion,7,4.38,8.63,0.9124,0.061363
387,22,Garden Tea Lodge,71.0,Paulownia Terrace,Lotus Depths,7,4.38,8.63,0.96,0.103477
387,22,Garden Tea Lodge,71.0,Lotus Depths,Paulownia Terrace,11,11.79,17.92,1.0861,0.171941
387,22,Garden Tea Lodge,71.0,Lotus Depths,Spiral Bun Pavilion,11,11.79,17.92,1.0945,0.193961
388,22,Garden Tea Lodge,71.0,Paulownia Terrace,Spiral Bun Pavilion,7,4.38,8.63,0.9124,0.061363
388,22,Garden Tea Lodge,71.0,Paulownia Terrace,Lotus Depths,7,4.38,8.63,0.96,0.103477
388,22,Garden Tea Lodge,71.0,Lotus Depths,Paulownia Terrace,11,11.79,17.92,1.0861,0.171941
388,22,Garden Tea Lodge,71.0,Lotus Depths,Spiral Bun Pavilion,11,11.79,17.92,1.0945,0.193961
389,22,Garden Tea Lodge,71.0,Paulownia Terrace,Spiral Bun Pavilion,7,4.38,8.63,0.9124,0.061363
389,22,Garden Tea Lodge,71.0,Paulownia Terrace,Lotus Depths,7,4.38,8.63,0.96,0.103477
389,22,Garden Tea Lodge,71.0,Lotus Depths,Paulownia Terrace,11,11.79,17.92,1.0861,0.171941
389,22,Garden Tea Lodge,71.0,Lotus Depths,Spiral Bun Pavilion,11,11.79,17.92,1.0945,0.193961
390,22,Garden Tea Lodge,71.0,Paulownia Terrace,Spiral Bun Pavilion,7,4.38,8.63,0.9124,0.061363
390,22,Garden Tea Lodge,71.0,Paulownia Terrace,Lotus Depths,7,4.38,8.63,0.96,0.103477
390,22,Garden Tea Lodge,71.0,Lotus Depths,Paulownia Terrace,11,11.79,17.92,1.0861,0.171941
390,22,Garden Tea Lodge,71.0,Lotus Depths,Spiral Bun Pavilion,11,11.79,17.92,1.0945,0.193961
391,22,Garden Tea Lodge,71.0,Paulownia Terrace,Spiral Bun Pavilion,7,4.38,8.63,0.9124,0.061363
391,22,Garden Tea Lodge,71.0,Paulownia Terrace,Lotus Depths,7,4.38,8.63,0.96,0.103477
391,22,Garden Tea Lodge,71.0,Lotus Depths,Paulownia Terrace,11,11.79,17.92,1.0861,0.171941
391,22,Garden Tea Lodge,71.0,Lotus Depths,Spiral Bun Pavilion,11,11.79,17.92,1.0945,0.193961
392,22,Garden Tea Lodge,71.0,Paulownia Terrace,Spiral Bun Pavilion,7,4.38,8.63,0.9124,0.061363
392,22,Garden Tea Lodge,71.0,Paulownia Terrace,Lotus Depths,7,4.38,8.63,0.96,0.103477
392,22,Garden Tea Lodge,71.0,Lotus Depths,Paulownia Terrace,11,11.79,17.92,1.0861,0.171941
392,22,Garden Tea Lodge,71.0,Lotus Depths,Spiral Bun Pavilion,11,11.79,17.92,1.0945,0.193961
393,22,Garden Tea Lodge,71.0,Paulownia Terrace,Spiral Bun Pavilion,7,4.38,8.63,0.9124,0.061363
393,22,Garden Tea Lodge,71.0,Paulownia Terrace,Lotus Depths,7,4.38,8.63,0.96,0.103477
393,22,Garden Tea Lodge,71.0,Lotus Depths,Paulownia Terrace,11,11.79,17.92,1.0861,0.171941
393,22,Garden Tea Lodge,71.0,Lotus Depths,Spiral Bun Pavilion,11,11.79,17.92,1.0945,0.193961
394,22,Garden Tea Lodge,71.0,Paulownia Terrace,Spiral Bun Pavilion,7,4.38,8.63,0.9124,0.061363
394,22,Garden Tea Lodge,71.0,Paulownia Terrace,Lotus Depths,7,4.38,8.63,0.96,0.103477
394,22,Garden Tea Lodge,71.0,Lotus Depths,Paulownia Terrace,11,11.79,17.92,1.0861,0.171941
394,22,Garden Tea Lodge,71.0,Lotus Depths,Spiral Bun Pavilion,11,11.79,17.92,1.0945,0.193961
395,22,Garden Tea Lodge,71.0,Paulownia Terrace,Spiral Bun Pavilion,7,4.38,8.63,0.9124,0.061363
395,22,Garden Tea Lodge,71.0,Paulownia Terrace,Lotus Depths,7,4.38,8.63,0.96,0.103477
395,22,Garden Tea Lodge,71.0,Lotus Depths,Paulownia Terrace,11,11.79,17.92,1.0861,0.171941
395,22,Garden Tea Lodge,71.0,Lotus Depths,Spiral Bun Pavilion,11,11.79,17.92,1.0945,0.193961
396,22,Garden Tea Lodge,71.0,Paulownia Terrace,Spiral Bun Pavilion,7,4.38,8.63,0.9124,0.061363
396,22,Garden Tea Lodge,71.0,Paulownia Terrace,Lotus Depths,7,4.38,8.63,0.96,0.103477
396,22,Garden Tea Lodge,71.0,Lotus Depths,Paulownia Terrace,11,11.79,17.92,1.0861,0.171941
396,22,Garden Tea Lodge,71.0,Lotus Depths,Spiral Bun Pavilion,11,11.79,17.92,1.0945,0.193961
397,22,Garden Tea Lodge,71.0,Paulownia Terrace,Spiral Bun Pavilion,7,4.38,8.63,0.9124,0.061363
397,22,Garden Tea Lodge,71.0,Paulownia Terrace,Lotus Depths,7,4.38,8.63,0.96,0.103477
397,22,Garden Tea Lodge,71.0,Lotus Depths,Paulownia Terrace,11,11.79,17.92,1.0861,0.171941
397,22,Garden Tea Lodge,71.0,Lotus Depths,Spiral Bun Pavilion,11,11.79,17.92,1.0945,0.193961
398,22,Garden Tea Lodge,71.0,Paulownia Terrace,Spiral Bun Pavilion,7,4.38,8.63,0.9124,0.061363
398,22,Garden Tea Lodge,71.0,Paulownia Terrace,Lotus Depths,7,4.38,8.63,0.96,0.103477
398,22,Garden Tea Lodge,71.0,Lotus Depths,Paulownia Terrace,11,11.79,17.92,1.0861,0.171941
398,22,Garden Tea Lodge,71.0,Lotus Depths,Spiral Bun Pavilion,11,11.79,17.92,1.0945,0.193961
399,22,Garden Tea Lodge,71.0,Paulownia Terrace,Spiral Bun Pavilion,7,4.38,8.63,0.9124,0.061363
399,22,Garden Tea Lodge,71.0,Paulownia Terrace,Lotus Depths,7,4.38,8.63,0.96,0.103477
399,22,Garden Tea Lodge,71.0,Lotus Depths,Paulownia Terrace,11,11.79,17.92,1.0861,0.171941
399,22,Garden Tea Lodge,71.0,Lotus Depths,Spiral Bun Pavilion,11,11.79,17.92,1.0945,0.193961
400,22,Garden Tea Lodge,71.0,Paulownia Terrace,Spiral Bun Pavilion,7,4.38,8.63,0.9124,0.061363
400,22,Garden Tea Lodge,71.0,Paulownia Terrace,Lotus Depths,7,4.38,8.63,0.96,0.103477
400,22,Garden Tea Lodge,71.0,Lotus Depths,Paulownia Terrace,11,11.79,17.92,1.0861,0.171941
400,22,Garden Tea Lodge,71.0,Lotus Depths,Spiral Bun Pavilion,11,11.79,17.92,1.0945,0.193961
