排名,当前景点编号,当前景点名称,第一步景点编号,第一步景点名称,第二步景点编号,第二步景点名称,路径长度L,路径耗能C,路径时间T,路径移步异景分Q,参观景点数H,路径未来人数N,路径拥堵代价P,综合代价J,含主线偏好代价JR,与主线路重合度R,第一步到达分钟,第一步估计人数N̂,第一步保守人数N̄,第一步拥堵惩罚P,第二步到达分钟,第二步估计人数N̂,第二步保守人数N̄,第二步拥堵惩罚P,第一段道路序号r,第二段道路序号r,第一段道路移步异景分,第二段道路移步异景分
8,14,拜石轩,18,螺髻亭,13,坡仙琴馆,1024.37,13.65,17.5,0.8346,1,22.101,0.0,0.185672,0.225672,0.2,6,6.936,10.657,0.0,17,4.83,11.445,0.0,1,1,0.7979,0.879
9,14,拜石轩,18,螺髻亭,20,藕香深处,1057.89,13.82,17.5,0.9253,1,24.79,0.0,0.206418,0.246418,0.2,6,6.936,10.657,0.0,17,6.341,14.133,0.0,1,1,0.7979,1.0692
10,14,拜石轩,21,碧梧台,22,园门茶寮,1249.53,14.27,21.0,1.0774,1,20.176,0.0,0.214428,0.247762,0.3333,7,6.928,12.943,0.0,21,3.119,7.233,0.0,1,1,1.1772,0.8603
11,14,拜石轩,5,金粟亭,9,湛露堂,1126.55,12.04,21.5,0.6509,1,24.362,0.0,0.209862,0.249862,0.2,7,4.193,10.511,0.0,21,4.23,13.851,0.0,1,1,0.6351,0.6767
12,14,拜石轩,13,坡仙琴馆,17,小沧浪馆,937.11,12.78,20.5,0.6162,1,27.311,0.0,0.207274,0.252728,0.0909,4,11.36,17.975,0.0,20,3.853,9.336,0.0,1,1,0.6114,0.6204
13,14,拜石轩,13,坡仙琴馆,8,锁绿轩,1103.33,14.01,17.5,0.9647,1,28.087,0.0,0.242681,0.288135,0.0909,4,11.36,17.975,0.0,17,4.103,10.112,0.0,1,1,0.6114,1.2029
14,14,拜石轩,21,碧梧台,20,藕香深处,1322.77,13.43,18.0,1.1302,1,27.098,0.0,0.253734,0.293734,0.2,7,6.928,12.943,0.0,18,6.363,14.155,0.0,1,1,1.1772,1.044
15,14,拜石轩,9,湛露堂,13,坡仙琴馆,750.04,8.41,20.0,0.4663,1,44.968,2.383,0.457562,0.503017,0.0909,5,24.037,33.658,2.383,20,4.696,11.311,0.0,1,1,0.4961,0.432
16,14,拜石轩,9,湛露堂,5,金粟亭,828.66,9.48,22.0,0.5893,1,42.165,2.383,0.470653,0.510653,0.2,5,24.037,33.658,2.383,22,2.189,8.508,0.0,1,1,0.4961,0.6767
17,14,拜石轩,9,湛露堂,8,锁绿轩,867.73,10.65,18.0,1.0023,1,43.639,2.383,0.466611,0.512066,0.0909,5,24.037,33.658,2.383,18,3.972,9.981,0.0,1,1,0.4961,1.4368
18,14,拜石轩,9,湛露堂,4,月到风来亭,954.23,10.88,24.0,0.6682,1,44.997,2.383,0.553511,0.593511,0.2,5,24.037,33.658,2.383,24,2.763,11.339,0.0,1,1,0.4961,0.7928
1,15,锄月轩,10,南雪亭,11,碧梧栖凤,998.77,13.8,21.5,1.9987,1,25.019,0.0,0.075829,0.125829,0.0,8,3.48,10.263,0.0,22,6.831,14.756,0.0,1,1,2.1346,1.8427
2,15,锄月轩,10,南雪亭,6,桐荫斋,915.82,12.92,16.5,1.5733,1,25.824,0.0,0.082773,0.132773,0.0,8,3.48,10.263,0.0,17,11.009,15.562,0.0,1,1,2.1346,0.7889
3,15,锄月轩,16,金栗斋,17,小沧浪馆,804.35,11.21,21.0,0.5381,1,25.279,0.0,0.095194,0.145194,0.0,6,8.561,15.852,0.0,21,3.943,9.427,0.0,1,1,0.4746,0.5902
4,15,锄月轩,11,碧梧栖凤,10,南雪亭,960.14,11.81,20.0,1.1895,1,29.057,0.0,0.126758,0.176758,0.0,6,11.244,19.169,0.0,20,3.105,9.888,0.0,1,1,0.5761,1.8427
5,15,锄月轩,16,金栗斋,12,石听琴室,796.05,10.87,18.0,0.6608,1,29.995,0.0,0.128552,0.178552,0.0,6,8.561,15.852,0.0,18,4.951,14.143,0.0,1,1,0.4746,0.8166
6,15,锄月轩,16,金栗斋,19,岁寒草庐,971.87,12.07,20.0,0.6748,1,26.598,0.0,0.141048,0.191048,0.0,6,8.561,15.852,0.0,20,4.794,10.746,0.0,1,2,0.4746,0.794
7,15,锄月轩,19,岁寒草庐,20,藕香深处,1049.26,12.2,24.0,0.6103,1,24.979,0.0,0.142356,0.192356,0.0,12,4.375,10.327,0.0,24,6.86,14.652,0.0,1,1,0.5805,0.6541
8,15,锄月轩,16,金栗斋,11,碧梧栖凤,891.05,11.38,20.0,0.841,1,30.777,0.0,0.148714,0.198714,0.0,6,8.561,15.852,0.0,20,7.0,14.925,0.0,1,1,0.4746,1.0924
9,15,锄月轩,11,碧梧栖凤,16,金栗斋,1023.64,11.17,19.0,0.8427,1,30.809,0.0,0.164683,0.214683,0.0,6,11.244,19.169,0.0,19,4.349,11.64,0.0,1,1,0.5761,1.0924
10,15,锄月轩,19,岁寒草庐,16,金栗斋,1234.06,13.93,27.0,0.6859,1,21.85,0.0,0.164934,0.214934,0.0,12,4.375,10.327,0.0,27,4.233,11.523,0.0,1,2,0.5805,0.794
11,15,锄月轩,11,碧梧栖凤,7,面壁亭,999.17,11.3,16.0,0.658,1,30.085,0.0,0.167882,0.217882,0.0,6,11.244,19.169,0.0,16,6.61,10.916,0.0,1,1,0.5761,0.7384
12,15,锄月轩,11,碧梧栖凤,6,桐荫斋,1069.56,11.13,17.0,1.2754,1,34.731,0.0,0.183511,0.233511,0.0,6,11.244,19.169,0.0,17,11.009,15.562,0.0,1,1,0.5761,1.8783
13,15,锄月轩,11,碧梧栖凤,12,石听琴室,961.31,11.32,16.0,0.6737,1,33.031,0.0,0.192159,0.242159,0.0,6,11.244,19.169,0.0,16,4.67,13.862,0.0,1,1,0.5761,0.7773
14,15,锄月轩,19,岁寒草庐,22,园门茶寮,1821.08,19.74,37.0,1.2046,1,16.827,0.0,0.275551,0.321005,0.0909,12,4.375,10.327,0.0,37,2.386,6.5,0.0,1,1,0.5805,1.5305
1,16,金栗斋,15,锄月轩,10,南雪亭,896.38,12.68,20.0,1.4632,1,21.054,0.0,-0.033467,0.016533,0.0,6,5.212,11.167,0.0,20,3.105,9.888,0.0,1,1,0.4746,2.1346
2,16,金栗斋,17,小沧浪馆,18,螺髻亭,933.62,11.5,20.0,0.7771,1,20.846,0.0,0.013813,0.059268,0.0909,8,8.054,13.537,0.0,20,3.588,7.308,0.0,1,1,0.5902,0.9449
3,16,金栗斋,11,碧梧栖凤,10,南雪亭,993.44,12.5,21.0,1.4436,1,26.506,0.0,0.024233,0.074233,0.0,7,8.552,16.478,0.0,21,3.246,10.029,0.0,1,1,1.0924,1.8427
4,16,金栗斋,15,锄月轩,11,碧梧栖凤,857.75,10.69,18.0,0.5332,1,25.796,0.0,0.049302,0.099302,0.0,6,5.212,11.167,0.0,18,6.704,14.63,0.0,1,1,0.4746,0.5761
5,16,金栗斋,11,碧梧栖凤,15,锄月轩,1023.64,11.17,19.0,0.8427,1,26.965,0.0,0.064926,0.114926,0.0,7,8.552,16.478,0.0,19,4.533,10.487,0.0,1,1,1.0924,0.5761
6,16,金栗斋,11,碧梧栖凤,6,桐荫斋,1102.86,11.82,18.0,1.5017,1,32.222,0.0,0.069503,0.119503,0.0,7,8.552,16.478,0.0,18,11.192,15.745,0.0,1,1,1.0924,1.8783
7,16,金栗斋,15,锄月轩,19,岁寒草庐,987.35,12.76,24.0,0.5416,1,21.645,0.0,0.074214,0.124214,0.0,6,5.212,11.167,0.0,24,4.527,10.479,0.0,1,1,0.4746,0.5805
8,16,金栗斋,17,小沧浪馆,13,坡仙琴馆,934.48,12.29,24.0,0.6062,1,24.821,0.0,0.076386,0.126386,0.0,8,8.054,13.537,0.0,24,4.669,11.284,0.0,1,1,0.5902,0.6204
9,16,金栗斋,11,碧梧栖凤,7,面壁亭,1032.47,11.99,17.0,0.9196,1,27.419,0.0,0.07781,0.12781,0.0,7,8.552,16.478,0.0,17,6.636,10.942,0.0,1,1,1.0924,0.7384
10,16,金栗斋,17,小沧浪馆,20,藕香深处,931.47,11.65,21.0,0.7035,1,27.826,0.0,0.078965,0.128965,0.0,8,8.054,13.537,0.0,21,6.496,14.288,0.0,1,1,0.5902,0.8057
11,16,金栗斋,17,小沧浪馆,12,石听琴室,898.99,11.95,20.0,0.5036,1,27.036,0.0,0.091807,0.141807,0.0,8,8.054,13.537,0.0,20,4.307,13.499,0.0,1,1,0.5902,0.4199
12,16,金栗斋,19,岁寒草庐,20,藕香深处,1033.78,11.51,19.0,0.7365,1,28.217,0.0,0.092824,0.142824,0.0,7,8.055,14.007,0.0,19,6.418,14.21,0.0,2,1,0.794,0.6541
13,16,金栗斋,11,碧梧栖凤,12,石听琴室,994.61,12.01,17.0,0.9448,1,30.612,0.0,0.095255,0.145255,0.0,7,8.552,16.478,0.0,17,4.942,14.134,0.0,1,1,1.0924,0.7773
14,16,金栗斋,19,岁寒草庐,15,锄月轩,1234.06,13.93,27.0,0.6859,1,23.998,0.0,0.140551,0.190551,0.0,7,8.055,14.007,0.0,27,4.037,9.992,0.0,2,1,0.794,0.5805
15,16,金栗斋,19,岁寒草庐,22,园门茶寮,1805.6,19.05,32.0,1.2819,1,20.934,0.0,0.245811,0.291265,0.0909,7,8.055,14.007,0.0,32,2.813,6.927,0.0,2,1,0.794,1.5305
16,16,金栗斋,12,石听琴室,8,锁绿轩,871.59,10.12,15.5,0.8931,1,40.077,1.769,0.393513,0.443513,0.0,5,20.613,29.805,1.769,16,4.264,10.273,0.0,1,1,0.8166,0.9688
17,16,金栗斋,12,石听琴室,13,坡仙琴馆,876.42,10.01,16.5,0.7036,1,41.249,1.769,0.419492,0.469492,0.0,5,20.613,29.805,1.769,17,4.83,11.445,0.0,1,1,0.8166,0.5932
18,16,金栗斋,12,石听琴室,17,小沧浪馆,890.69,11.61,16.5,0.6129,1,39.067,1.769,0.442331,0.492331,0.0,5,20.613,29.805,1.769,17,3.779,9.263,0.0,1,1,0.8166,0.4199
19,16,金栗斋,12,石听琴室,11,碧梧栖凤,899.61,11.5,16.5,0.7962,1,44.053,1.769,0.464322,0.514322,0.0,5,20.613,29.805,1.769,17,6.323,14.249,0.0,1,1,0.8166,0.7773
20,16,金栗斋,12,石听琴室,7,面壁亭,1293.84,15.12,25.5,0.8433,1,40.33,1.769,0.560004,0.610004,0.0,5,20.613,29.805,1.769,26,6.22,10.525,0.0,1,2,0.8166,0.8568
1,17,小沧浪馆,18,螺髻亭,21,碧梧台,775.76,9.68,13.5,0.9594,1,28.54,0.0,-0.027747,0.012253,0.2,4,13.327,17.047,0.0,13,5.478,11.493,0.0,1,1,0.9449,0.9846
2,17,小沧浪馆,16,金栗斋,15,锄月轩,804.35,11.21,21.0,0.5381,1,22.07,0.0,0.056551,0.106551,0.0,8,4.994,12.285,0.0,21,3.831,9.785,0.0,1,1,0.5902,0.4746
3,17,小沧浪馆,16,金栗斋,12,石听琴室,875.24,11.18,20.0,0.7023,1,25.784,0.0,0.068928,0.118928,0.0,8,4.994,12.285,0.0,20,4.307,13.499,0.0,1,1,0.5902,0.8166
4,17,小沧浪馆,13,坡仙琴馆,9,湛露堂,841.91,10.36,22.5,0.5423,1,26.184,0.0,0.070659,0.120659,0.0,8,6.152,12.767,0.0,22,3.797,13.417,0.0,1,1,0.6204,0.432
5,17,小沧浪馆,13,坡仙琴馆,18,螺髻亭,955.86,12.89,21.5,0.7457,1,19.971,0.0,0.08939,0.134845,0.0909,8,6.152,12.767,0.0,21,3.484,7.204,0.0,1,1,0.6204,0.879
6,17,小沧浪馆,16,金栗斋,11,碧梧栖凤,970.24,11.69,22.0,0.8638,1,27.041,0.0,0.086328,0.136328,0.0,8,4.994,12.285,0.0,22,6.831,14.756,0.0,1,1,0.5902,1.0924
7,17,小沧浪馆,18,螺髻亭,13,坡仙琴馆,955.0,12.1,15.5,0.9129,1,28.25,0.0,0.092095,0.13755,0.0909,4,13.327,17.047,0.0,15,4.588,11.203,0.0,1,1,0.9449,0.879
8,17,小沧浪馆,18,螺髻亭,20,藕香深处,988.52,12.27,15.5,1.0074,1,30.923,0.0,0.105875,0.151329,0.0909,4,13.327,17.047,0.0,15,6.084,13.876,0.0,1,1,0.9449,1.0692
9,17,小沧浪馆,13,坡仙琴馆,12,石听琴室,935.66,11.12,20.5,0.6075,1,26.266,0.0,0.104574,0.154574,0.0,8,6.152,12.767,0.0,20,4.307,13.499,0.0,1,1,0.6204,0.5932
10,17,小沧浪馆,16,金栗斋,19,岁寒草庐,1051.06,12.38,22.0,0.7083,1,23.295,0.0,0.130606,0.180606,0.0,8,4.994,12.285,0.0,22,5.058,11.01,0.0,1,2,0.5902,0.794
11,17,小沧浪馆,13,坡仙琴馆,14,拜石轩,937.11,12.78,20.5,0.6162,1,27.788,0.0,0.158,0.203455,0.0909,8,6.152,12.767,0.0,20,3.666,15.021,0.0,1,1,0.6204,0.6114
12,17,小沧浪馆,13,坡仙琴馆,8,锁绿轩,1151.64,14.29,21.5,0.9537,1,23.224,0.0,0.1624,0.2124,0.0,8,6.152,12.767,0.0,21,4.449,10.458,0.0,1,1,0.6204,1.2029
13,17,小沧浪馆,18,螺髻亭,14,拜石轩,1053.07,13.03,16.5,0.8666,1,31.699,0.0,0.175184,0.215184,0.2,4,13.327,17.047,0.0,16,3.297,14.652,0.0,1,1,0.9449,0.7979
14,17,小沧浪馆,20,藕香深处,21,碧梧台,956.64,10.69,18.0,0.922,1,38.642,1.016,0.193172,0.238627,0.0909,5,20.356,28.148,1.016,18,4.479,10.494,0.0,1,1,0.8057,1.044
15,17,小沧浪馆,20,藕香深处,19,岁寒草庐,914.19,10.78,18.0,0.7353,1,38.649,1.016,0.21919,0.26919,0.0,5,20.356,28.148,1.016,18,4.549,10.501,0.0,1,1,0.8057,0.6541
16,17,小沧浪馆,20,藕香深处,18,螺髻亭,986.37,12.42,19.0,0.9384,1,35.563,1.016,0.223832,0.269287,0.0909,5,20.356,28.148,1.016,19,3.694,7.415,0.0,1,1,0.8057,1.0692
17,17,小沧浪馆,20,藕香深处,22,园门茶寮,1340.98,15.59,25.0,0.9984,1,35.045,1.016,0.38949,0.434945,0.0909,5,20.356,28.148,1.016,25,2.783,6.898,0.0,1,1,0.8057,1.1093
18,17,小沧浪馆,12,石听琴室,8,锁绿轩,895.34,10.89,14.5,0.6885,1,43.676,3.921,0.461192,0.511192,0.0,4,24.164,33.356,3.921,15,4.312,10.32,0.0,1,1,0.4199,0.9688
19,17,小沧浪馆,12,石听琴室,16,金栗斋,890.69,11.61,16.5,0.6129,1,44.4,3.921,0.49823,0.54823,0.0,4,24.164,33.356,3.921,17,3.754,11.044,0.0,1,1,0.4199,0.8166
20,17,小沧浪馆,12,石听琴室,13,坡仙琴馆,900.17,10.78,15.5,0.5052,1,44.674,3.921,0.500584,0.550584,0.0,4,24.164,33.356,3.921,16,4.704,11.319,0.0,1,1,0.4199,0.5932
21,17,小沧浪馆,12,石听琴室,11,碧梧栖凤,923.36,12.27,15.5,0.6003,1,47.683,3.921,0.549044,0.599044,0.0,4,24.164,33.356,3.921,16,6.402,14.327,0.0,1,1,0.4199,0.7773
22,17,小沧浪馆,12,石听琴室,7,面壁亭,1317.59,15.89,24.5,0.7052,1,43.788,3.921,0.706407,0.756407,0.0,4,24.164,33.356,3.921,25,6.127,10.433,0.0,1,2,0.4199,0.8568
1,18,螺髻亭,21,碧梧台,22,园门茶寮,677.61,9.58,17.0,0.9124,1,27.575,0.0,-0.016978,0.016355,0.3333,3,14.966,20.98,0.0,17,2.48,6.595,0.0,1,1,0.9846,0.8603
2,18,螺髻亭,21,碧梧台,20,藕香深处,750.85,8.74,14.0,1.0215,1,35.026,0.0,0.035634,0.075634,0.2,3,14.966,20.98,0.0,14,6.254,14.045,0.0,1,1,0.9846,1.044
3,18,螺髻亭,13,坡仙琴馆,9,湛露堂,812.35,10.19,19.5,0.6868,1,30.762,0.0,0.104379,0.149833,0.0909,5,10.224,16.839,0.0,19,4.302,13.923,0.0,1,1,0.879,0.432
4,18,螺髻亭,13,坡仙琴馆,12,石听琴室,906.1,10.95,17.5,0.7392,1,30.973,0.0,0.131988,0.177443,0.0909,5,10.224,16.839,0.0,17,4.942,14.134,0.0,1,1,0.879,0.5932
5,18,螺髻亭,13,坡仙琴馆,17,小沧浪馆,955.86,12.89,21.5,0.7457,1,26.266,0.0,0.13428,0.179735,0.0909,5,10.224,16.839,0.0,21,3.943,9.427,0.0,1,1,0.879,0.6204
6,18,螺髻亭,13,坡仙琴馆,8,锁绿轩,1122.08,14.12,18.5,1.0692,1,26.82,0.0,0.13505,0.180504,0.0909,5,10.224,16.839,0.0,18,3.972,9.981,0.0,1,1,0.879,1.2029
7,18,螺髻亭,13,坡仙琴馆,14,拜石轩,907.55,12.61,17.5,0.748,1,31.592,0.0,0.17389,0.21389,0.2,5,10.224,16.839,0.0,17,3.398,14.753,0.0,1,1,0.879,0.6114
8,18,螺髻亭,21,碧梧台,14,拜石轩,1139.74,12.57,17.0,1.1292,1,35.733,0.0,0.186002,0.219336,0.3333,3,14.966,20.98,0.0,17,3.398,14.753,0.0,1,1,0.9846,1.1772
9,18,螺髻亭,20,藕香深处,21,碧梧台,963.61,11.33,18.0,1.057,1,38.642,1.016,0.250434,0.290434,0.2,5,20.356,28.148,1.016,18,4.479,10.494,0.0,1,1,1.0692,1.044
10,18,螺髻亭,20,藕香深处,19,岁寒草庐,921.16,11.42,18.0,0.8779,1,38.649,1.016,0.280647,0.326101,0.0909,5,20.356,28.148,1.016,18,4.549,10.501,0.0,1,1,1.0692,0.6541
11,18,螺髻亭,20,藕香深处,17,小沧浪馆,986.37,12.42,19.0,0.9384,1,37.403,1.016,0.290664,0.336118,0.0909,5,20.356,28.148,1.016,19,3.772,9.255,0.0,1,1,1.0692,0.8057
12,18,螺髻亭,14,拜石轩,9,湛露堂,962.06,11.87,20.5,0.6722,1,42.581,0.367,0.330115,0.370115,0.2,6,17.376,28.73,0.367,21,4.23,13.851,0.0,1,1,0.7979,0.4961
13,18,螺髻亭,14,拜石轩,13,坡仙琴馆,1005.62,13.54,19.5,0.7155,1,40.041,0.367,0.340424,0.380424,0.2,6,17.376,28.73,0.367,20,4.696,11.311,0.0,1,1,0.7979,0.6114
14,18,螺髻亭,14,拜石轩,5,金粟亭,1259.95,14.43,22.5,0.7076,1,37.177,0.367,0.383899,0.417233,0.3333,6,17.376,28.73,0.367,23,2.128,8.446,0.0,1,1,0.7979,0.6351
15,18,螺髻亭,20,藕香深处,22,园门茶寮,1347.95,16.23,25.0,1.0945,1,35.045,1.016,0.392644,0.432644,0.2,5,20.356,28.148,1.016,25,2.783,6.898,0.0,1,1,1.0692,1.1093
16,18,螺髻亭,14,拜石轩,21,碧梧台,1417.05,15.92,22.5,1.027,1,39.168,0.367,0.404589,0.437922,0.3333,6,17.376,28.73,0.367,23,4.423,10.438,0.0,1,1,0.7979,1.1772
17,18,螺髻亭,17,小沧浪馆,16,金栗斋,933.62,11.5,20.0,0.7771,1,41.817,3.347,0.52881,0.574264,0.0909,4,24.222,29.705,3.347,20,4.822,12.112,0.0,1,1,0.9449,0.5902
18,18,螺髻亭,17,小沧浪馆,20,藕香深处,981.55,11.63,17.0,0.8755,1,43.838,3.347,0.542639,0.588094,0.0909,4,24.222,29.705,3.347,17,6.341,14.133,0.0,1,1,0.9449,0.8057
19,18,螺髻亭,17,小沧浪馆,13,坡仙琴馆,984.56,12.27,20.0,0.7825,1,41.016,3.347,0.546808,0.592262,0.0909,4,24.222,29.705,3.347,20,4.696,11.311,0.0,1,1,0.9449,0.6204
20,18,螺髻亭,17,小沧浪馆,12,石听琴室,949.07,11.93,16.0,0.692,1,43.567,3.347,0.577536,0.622991,0.0909,4,24.222,29.705,3.347,16,4.67,13.862,0.0,1,1,0.9449,0.4199
1,19,岁寒草庐,15,锄月轩,10,南雪亭,1158.57,14.54,26.0,1.2965,1,20.199,0.0,0.035154,0.085154,0.0,12,4.11,10.064,0.0,26,3.352,10.135,0.0,1,1,0.5805,2.1346
2,19,岁寒草庐,16,金栗斋,15,锄月轩,971.87,12.07,20.0,0.6748,1,23.877,0.0,0.077054,0.127054,0.0,7,6.363,13.654,0.0,20,4.269,10.223,0.0,2,1,0.794,0.4746
3,19,岁寒草庐,16,金栗斋,17,小沧浪馆,1051.06,12.38,22.0,0.7083,1,23.05,0.0,0.081399,0.131399,0.0,7,6.363,13.654,0.0,22,3.912,9.396,0.0,2,1,0.794,0.5902
4,19,岁寒草庐,15,锄月轩,16,金栗斋,987.35,12.76,24.0,0.5416,1,21.76,0.0,0.087199,0.137199,0.0,12,4.11,10.064,0.0,24,4.405,11.695,0.0,1,1,0.5805,0.4746
5,19,岁寒草庐,16,金栗斋,12,石听琴室,1042.76,12.04,19.0,0.8034,1,27.511,0.0,0.099354,0.149354,0.0,7,6.363,13.654,0.0,19,4.665,13.857,0.0,2,1,0.794,0.8166
6,19,岁寒草庐,22,园门茶寮,21,碧梧台,1590.01,18.07,27.5,1.3645,1,17.419,0.0,0.109883,0.149883,0.2,17,2.48,6.595,0.0,28,4.81,10.825,0.0,1,1,1.5305,0.8603
7,19,岁寒草庐,16,金栗斋,11,碧梧栖凤,1137.76,12.55,21.0,0.9326,1,28.404,0.0,0.110794,0.160794,0.0,7,6.363,13.654,0.0,21,6.825,14.75,0.0,2,1,0.794,1.0924
8,19,岁寒草庐,15,锄月轩,11,碧梧栖凤,1119.94,12.55,24.0,0.5785,1,24.867,0.0,0.121614,0.171614,0.0,12,4.11,10.064,0.0,24,6.877,14.802,0.0,1,1,0.5805,0.5761
9,19,岁寒草庐,22,园门茶寮,20,藕香深处,2047.59,22.13,31.5,1.3553,1,19.685,0.0,0.242939,0.288393,0.0909,17,2.48,6.595,0.0,32,5.299,13.091,0.0,1,1,1.5305,1.1093
10,19,岁寒草庐,20,藕香深处,18,螺髻亭,921.16,11.42,18.0,0.8779,1,37.814,2.048,0.418347,0.463801,0.0909,4,22.559,30.351,2.048,18,3.743,7.464,0.0,1,1,0.6541,1.0692
11,19,岁寒草庐,20,藕香深处,21,碧梧台,891.43,9.69,17.0,0.8583,1,41.441,2.048,0.421558,0.467012,0.0909,4,22.559,30.351,2.048,17,5.076,11.091,0.0,1,1,0.6541,1.044
12,19,岁寒草庐,20,藕香深处,17,小沧浪馆,914.19,10.78,18.0,0.7353,1,39.594,2.048,0.438924,0.488924,0.0,4,22.559,30.351,2.048,18,3.76,9.243,0.0,1,1,0.6541,0.8057
13,19,岁寒草庐,20,藕香深处,22,园门茶寮,1275.77,14.59,24.0,0.9578,1,37.388,2.048,0.49497,0.540425,0.0909,4,22.559,30.351,2.048,24,2.923,7.037,0.0,1,1,0.6541,1.1093
1,20,藕香深处,21,碧梧台,18,螺髻亭,750.85,8.74,14.0,1.0215,1,26.493,0.0,0.024884,0.064884,0.2,4,13.138,19.152,0.0,14,3.62,7.34,0.0,1,1,1.044,0.9846
2,20,藕香深处,18,螺髻亭,21,碧梧台,780.58,10.47,14.5,1.0384,1,25.026,0.0,0.035331,0.075331,0.2,5,9.845,13.565,0.0,14,5.445,11.46,0.0,1,1,1.0692,0.9846
3,20,藕香深处,21,碧梧台,22,园门茶寮,860.64,10.44,18.0,0.96,1,25.796,0.0,0.06077,0.10077,0.2,4,13.138,19.152,0.0,18,2.529,6.643,0.0,1,1,1.044,0.8603
4,20,藕香深处,18,螺髻亭,17,小沧浪馆,988.52,12.27,15.5,1.0074,1,22.746,0.0,0.066747,0.112202,0.0909,5,9.845,13.565,0.0,15,3.697,9.18,0.0,1,1,1.0692,0.9449
5,20,藕香深处,22,园门茶寮,21,碧梧台,1244.98,15.34,21.5,1.0305,1,17.901,0.0,0.09111,0.13111,0.2,11,2.654,6.768,0.0,22,5.119,11.134,0.0,1,1,1.1093,0.8603
6,20,藕香深处,18,螺髻亭,13,坡仙琴馆,959.82,12.89,16.5,0.9774,1,24.884,0.0,0.092937,0.138392,0.0909,5,9.845,13.565,0.0,16,4.704,11.319,0.0,1,1,1.0692,0.879
7,20,藕香深处,18,螺髻亭,14,拜石轩,1057.89,13.82,17.5,0.9253,1,28.318,0.0,0.1516,0.1916,0.2,5,9.845,13.565,0.0,17,3.398,14.753,0.0,1,1,1.0692,0.7979
8,20,藕香深处,21,碧梧台,14,拜石轩,1322.77,13.43,18.0,1.1302,1,34.092,0.0,0.200748,0.240748,0.2,4,13.138,19.152,0.0,18,3.585,14.939,0.0,1,1,1.044,1.1772
9,20,藕香深处,19,岁寒草庐,16,金栗斋,1033.78,11.51,19.0,0.7365,1,35.688,0.0,0.206199,0.256199,0.0,4,18.097,24.049,0.0,19,4.349,11.64,0.0,1,2,0.6541,0.794
10,20,藕香深处,19,岁寒草庐,15,锄月轩,1049.26,12.2,24.0,0.6103,1,33.94,0.0,0.217757,0.267757,0.0,4,18.097,24.049,0.0,24,3.937,9.891,0.0,1,1,0.6541,0.5805
11,20,藕香深处,22,园门茶寮,19,岁寒草庐,2047.59,22.13,31.5,1.3553,1,17.402,0.0,0.224386,0.269841,0.0909,11,2.654,6.768,0.0,32,4.683,10.635,0.0,1,1,1.1093,1.5305
12,20,藕香深处,19,岁寒草庐,22,园门茶寮,1620.8,17.32,29.0,1.3009,1,30.968,0.0,0.236072,0.281526,0.0909,4,18.097,24.049,0.0,29,2.805,6.919,0.0,1,1,0.6541,1.5305
13,20,藕香深处,17,小沧浪馆,18,螺髻亭,981.55,11.63,17.0,0.8755,1,32.652,0.805,0.430589,0.476044,0.0909,5,19.739,25.223,0.805,17,3.709,7.429,0.0,1,1,0.8057,0.9449
14,20,藕香深处,17,小沧浪馆,16,金栗斋,931.47,11.65,21.0,0.7035,1,37.514,0.805,0.487771,0.537771,0.0,5,19.739,25.223,0.805,21,5.001,12.292,0.0,1,1,0.8057,0.5902
15,20,藕香深处,17,小沧浪馆,13,坡仙琴馆,982.41,12.42,21.0,0.7128,1,36.556,0.805,0.494042,0.544042,0.0,5,19.739,25.223,0.805,21,4.719,11.334,0.0,1,1,0.8057,0.6204
16,20,藕香深处,17,小沧浪馆,12,石听琴室,946.92,12.08,17.0,0.6194,1,39.357,0.805,0.521114,0.571114,0.0,5,19.739,25.223,0.805,17,4.942,14.134,0.0,1,1,0.8057,0.4199
1,21,碧梧台,18,螺髻亭,17,小沧浪馆,775.76,9.68,13.5,0.9594,1,29.907,0.0,0.08623,0.12623,0.2,3,17.063,20.783,0.0,13,3.64,9.123,0.0,1,1,0.9846,0.9449
2,21,碧梧台,18,螺髻亭,13,坡仙琴馆,747.06,10.3,14.5,0.9191,1,32.028,0.0,0.117566,0.157566,0.2,3,17.063,20.783,0.0,14,4.63,11.245,0.0,1,1,0.9846,0.879
3,21,碧梧台,18,螺髻亭,20,藕香深处,780.58,10.47,14.5,1.0384,1,34.829,0.0,0.126888,0.166888,0.2,3,17.063,20.783,0.0,14,6.254,14.045,0.0,1,1,0.9846,1.0692
4,21,碧梧台,18,螺髻亭,14,拜石轩,845.13,11.23,15.5,0.8606,1,35.565,0.0,0.192466,0.2258,0.3333,3,17.063,20.783,0.0,15,3.427,14.782,0.0,1,1,0.9846,0.7979
5,21,碧梧台,22,园门茶寮,20,藕香深处,1244.98,15.34,21.5,1.0305,1,20.162,0.0,0.193075,0.233075,0.2,7,2.356,6.47,0.0,22,5.9,13.692,0.0,1,1,0.8603,1.1093
6,21,碧梧台,22,园门茶寮,19,岁寒草庐,1590.01,18.07,27.5,1.3645,1,17.245,0.0,0.224386,0.264386,0.2,7,2.356,6.47,0.0,28,4.824,10.776,0.0,1,1,0.8603,1.5305
